Customer_ID,Account_Type,Age,Gender,Region,Income,Balance,Credit_Score,Loan_Amount,Loan_Status,Transactions_Last_Month,Online_Banking,Mobile_App_Usage,Card_Holder,Cards_Count,Overdraft,Investment_Account,Insurance_Policies,Branch_Visits_Last_Year,Complaints_Last_Year,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40
CUST_01141,Checking,77,Female,South,60684.66,16316.62,595,5895.4,Rejected,37,1,0,1,0,1,0,0,9,0,156.98,111.25,115.55,220.59,113.41,91.85,76.84,66.72,88.9,131.22,194.05,25.6,85.79,67.95,79.35,60.89,149.64,83.12,24.55,141.29
CUST_01142,Savings,55,Other,West,52256.97,25740.37,471,14734.23,Rejected,13,1,1,1,0,0,1,2,11,0,94.92,28.44,139.94,64.14,140.31,96.23,122.18,80.93,193.66,156.43,113.88,135.69,103.68,149.47,280.72,121.14,72.33,184.97,113.03,61.37
CUST_01143,Loan,78,Male,West,66768.26,29782.85,463,17979.98,Approved,25,0,0,1,0,1,0,2,5,2,92.59,139.34,80.28,87.16,74.6,110.96,19.1,52.54,216.16,94.12,117.02,109.21,96.38,84.29,2.89,139.48,66.57,91.17,96.62,20.02
CUST_01144,Business,48,Male,West,54267.67,43820.35,516,22788.68,Pending,17,0,0,1,1,1,1,2,18,1,68.04,184.51,151.44,19.93,68.96,159.06,70.9,55.73,68.56,173.61,93.21,64.03,12.55,178.37,129.21,101.76,133.95,130.44,37.15,136.32
CUST_01145,Loan,27,Female,East,57452.25,30040.42,498,2541.72,Approved,17,1,0,0,4,0,1,2,11,2,123.47,197.87,3.57,99.66,58.69,88.13,32.36,150.97,129.49,75.72,27.1,142.85,-7.07,124.47,96.35,72.45,160.09,148.93,58.62,73.75
CUST_01146,Checking,67,Other,South,18727.28,11909.42,349,8715.96,Approved,5,0,0,1,3,0,0,0,0,0,81.25,96.39,43.07,129.29,115.87,91.3,73.54,160.93,88.53,61.33,88.48,116.47,97.46,-0.55,76.16,124.17,145.09,167.47,34.22,139.34
CUST_01147,Business,29,Other,West,55259.23,48215.78,797,20885.42,Rejected,44,0,1,1,4,1,0,3,11,0,148.93,116.74,231.9,140.81,145.13,116.8,109.99,194.44,48.72,52.84,149.62,73.21,15.09,91.53,12.35,45.45,63.41,148.12,171.66,78.21
CUST_01148,Checking,53,Female,South,50465.33,15836.29,741,179.1,Pending,42,0,0,1,4,0,1,2,4,2,-27.77,134.69,45.79,108.39,154.03,91.49,100.21,135.17,55.82,130.03,78.74,54.0,123.01,36.15,101.79,-47.24,168.49,138.71,133.46,77.27
CUST_01149,Business,71,Male,North,41677.18,33745.56,629,16061.9,Approved,24,0,1,1,4,1,0,3,14,1,51.28,127.67,25.83,110.1,125.14,89.13,21.05,122.82,170.19,111.9,81.2,138.17,37.8,113.59,49.89,102.05,201.33,149.56,160.42,119.98
CUST_01150,Savings,38,Female,South,43149.6,11356.19,629,15280.98,Pending,40,0,1,1,1,1,0,3,1,2,185.3,110.92,146.06,69.48,89.07,131.4,165.28,165.14,64.79,138.66,21.81,104.17,113.25,105.42,158.59,65.08,53.73,66.71,78.35,142.17
CUST_01151,Savings,66,Other,South,23322.98,8343.71,593,-10868.38,Approved,11,1,1,0,4,0,0,4,17,2,29.73,166.49,154.06,48.56,119.33,146.36,47.19,29.51,108.74,151.68,22.17,205.64,125.38,1.65,34.68,184.07,100.5,97.67,183.69,97.83
CUST_01152,Savings,64,Other,East,60781.73,-320.21,579,10056.54,Approved,29,1,0,1,1,0,0,3,19,1,40.44,56.99,95.4,92.85,107.06,159.08,103.92,175.1,110.12,172.84,156.59,121.82,129.07,114.38,38.65,85.59,105.21,163.57,101.26,105.76
CUST_01153,Loan,23,Male,North,54699.8,741.33,663,18307.82,Rejected,18,1,1,0,3,0,0,1,8,2,159.42,103.34,59.05,45.26,150.36,96.8,18.86,42.57,58.43,44.33,168.39,93.71,53.14,91.63,140.98,219.5,92.18,111.34,83.78,81.32
CUST_01154,Checking,65,Other,North,51384.16,12880.28,472,12881.49,Rejected,20,1,1,1,3,1,1,2,17,2,40.43,49.12,88.79,97.28,110.06,76.4,88.42,38.63,96.22,62.86,90.51,138.81,87.99,122.09,120.19,135.33,69.4,89.83,54.98,129.56
CUST_01155,Loan,66,Other,East,54600.02,39618.97,453,10257.17,Rejected,15,0,1,0,0,1,0,3,19,0,36.63,186.3,125.05,96.41,170.56,138.34,129.83,97.48,115.64,92.79,135.72,86.82,183.13,92.82,48.07,177.82,81.94,86.45,60.61,124.58
CUST_01156,Savings,20,Other,West,25075.71,23942.46,791,16561.73,Pending,34,1,1,1,4,0,0,4,16,0,115.65,77.79,70.0,99.62,193.82,115.99,95.56,107.74,103.07,202.43,204.78,105.45,150.99,167.76,140.72,160.93,127.12,65.22,112.94,126.26
CUST_01157,Checking,27,Male,West,85266.46,-6655.74,566,24888.95,Approved,6,0,0,0,4,1,0,4,10,2,202.36,45.39,132.47,105.99,133.8,147.17,36.72,111.72,116.73,155.99,90.79,86.66,136.25,34.61,60.62,148.63,136.6,98.7,211.02,60.54
CUST_01158,Savings,22,Other,South,68861.79,32458.33,717,20375.89,Rejected,41,1,0,1,0,0,0,1,3,1,128.85,69.54,78.72,152.41,23.18,23.96,107.28,71.35,102.98,172.11,103.05,56.46,117.79,63.66,97.24,138.11,48.34,184.32,81.4,75.47
CUST_01159,Loan,63,Female,East,62412.3,19933.49,571,7441.47,Pending,18,1,1,0,1,1,1,4,11,2,3.09,56.53,91.79,94.94,77.06,138.04,144.15,146.36,100.62,62.51,70.51,126.16,34.54,72.73,17.16,132.97,29.76,17.56,56.73,51.56
CUST_01160,Loan,43,Male,West,79690.35,42748.26,742,410.1,Pending,37,1,0,1,4,1,0,2,7,2,89.56,81.86,111.6,127.06,86.41,174.62,114.39,-3.55,92.41,77.49,187.62,125.57,76.31,146.79,102.08,134.43,131.26,123.37,110.84,124.48
CUST_01161,Loan,78,Female,North,54222.34,12623.36,812,20194.67,Approved,25,0,1,0,4,1,0,4,2,0,149.84,94.82,-54.91,103.83,121.62,143.54,142.98,39.7,137.78,120.8,82.91,40.59,126.81,72.72,55.02,31.23,33.76,79.51,82.12,82.9
CUST_01162,Savings,38,Female,East,44350.28,6426.36,711,3222.61,Rejected,40,0,1,1,3,1,1,1,0,2,68.98,-11.14,103.69,138.92,87.65,133.94,122.29,103.53,124.3,77.33,141.17,71.39,123.35,100.28,88.29,123.55,132.53,-1.98,54.21,137.58
CUST_01163,Checking,62,Male,West,55476.46,45994.46,314,9719.66,Rejected,17,0,1,0,1,0,0,2,7,1,3.69,104.43,86.74,101.26,68.34,131.57,51.37,129.72,58.38,72.14,113.98,115.8,38.07,83.59,55.44,113.51,150.28,142.58,53.05,35.88
CUST_01164,Checking,43,Female,North,80538.68,35052.14,379,17009.45,Rejected,11,1,0,0,1,1,0,0,10,1,76.16,61.14,103.82,89.04,98.24,2.12,206.77,74.27,110.24,52.79,84.49,100.77,67.91,85.04,83.56,143.27,176.82,81.98,96.02,82.39
CUST_01165,Savings,55,Male,East,32110.32,-5648.24,843,26465.26,Rejected,4,1,1,0,3,1,1,2,19,0,74.99,-30.45,-25.68,135.99,69.49,157.91,198.26,60.53,136.31,120.8,53.9,76.26,150.79,122.06,12.55,123.88,96.41,59.26,93.67,157.46
CUST_01166,Checking,61,Female,South,80299.84,25414.71,539,27858.14,Pending,25,0,0,1,1,0,1,3,19,0,57.98,113.46,59.52,89.59,10.53,70.27,138.25,21.5,67.27,135.19,82.49,55.87,152.75,133.0,89.13,207.95,200.88,208.05,137.83,82.12
CUST_01167,Savings,43,Male,South,22955.64,-5612.95,388,15606.86,Rejected,4,0,1,0,0,1,0,0,14,1,114.52,131.04,139.37,115.82,164.76,51.29,111.6,33.74,122.78,7.73,52.32,110.46,16.36,51.56,142.55,96.6,77.55,94.53,47.42,131.13
CUST_01168,Checking,25,Other,North,60661.61,34331.86,553,9905.08,Rejected,37,1,1,0,4,1,1,3,15,1,13.24,108.72,45.75,142.14,117.65,133.64,138.21,139.01,81.46,149.09,133.65,73.6,140.05,81.96,43.7,60.35,155.23,127.67,129.19,0.42
CUST_01169,Business,22,Other,West,70204.24,3300.14,438,2993.58,Pending,17,0,1,0,2,0,0,3,4,1,138.07,58.88,97.42,142.37,154.14,93.93,182.41,70.55,124.47,49.75,30.05,130.79,50.91,39.11,104.54,118.11,79.2,154.79,1.67,216.51
CUST_01170,Business,79,Female,West,62888.69,1192.38,589,34586.3,Approved,5,0,1,1,0,0,0,3,3,2,38.0,80.46,-2.73,90.49,21.29,23.7,22.51,95.01,130.38,94.02,96.58,83.67,145.21,57.36,165.79,77.44,181.26,16.19,93.97,149.57
CUST_01171,Loan,32,Other,East,70951.08,40812.24,605,12101.14,Approved,0,1,1,1,3,0,1,1,3,2,90.82,56.22,75.08,124.41,54.85,82.43,5.3,52.62,163.56,67.15,151.62,77.62,64.58,25.71,88.32,118.23,40.32,110.38,94.01,142.32
CUST_01172,Business,76,Male,North,47449.82,26205.65,471,21778.29,Pending,10,1,0,1,3,1,1,1,16,1,39.47,141.98,76.16,237.34,56.42,82.31,102.87,163.85,41.94,113.69,156.85,60.31,65.71,33.21,124.45,109.3,126.25,136.35,185.61,24.67
CUST_01173,Business,33,Female,West,24537.38,31038.06,825,16967.8,Pending,15,0,1,1,3,1,0,2,13,0,112.15,52.34,57.72,91.52,-68.26,87.93,94.7,117.04,113.49,132.02,88.48,75.13,76.64,57.25,71.81,135.12,40.81,156.87,81.08,64.07
CUST_01174,Business,18,Other,South,71005.09,12739.23,627,10043.98,Rejected,25,0,0,1,2,0,0,1,0,2,24.85,148.01,107.19,112.38,132.4,2.53,136.12,-13.42,151.36,191.19,106.77,85.18,75.21,96.11,74.28,176.52,78.1,132.54,31.96,89.45
CUST_01175,Savings,33,Other,North,86972.3,18787.19,452,9620.44,Approved,38,0,0,1,0,0,1,4,8,0,109.43,183.71,89.81,111.64,40.5,134.1,89.72,87.89,21.53,30.69,65.99,133.26,145.77,208.73,117.09,50.75,147.58,80.7,131.03,96.17
CUST_01176,Business,54,Female,South,46707.13,43517.49,477,1168.75,Approved,48,1,0,1,2,1,1,4,11,2,56.55,110.38,88.61,73.14,48.25,77.4,240.99,72.94,123.39,96.0,27.94,147.12,116.58,177.8,78.18,135.42,134.99,130.62,130.61,94.82
CUST_01177,Business,20,Other,North,63638.78,24810.6,715,26224.25,Rejected,17,0,1,0,4,1,1,3,7,1,81.22,139.8,11.55,92.7,134.41,71.64,59.3,80.33,121.85,73.24,115.89,-86.92,156.15,126.5,87.1,211.21,56.45,12.89,129.58,121.34
CUST_01178,Loan,69,Other,East,33472.19,54951.94,610,13794.69,Rejected,35,1,1,1,3,0,1,2,2,2,184.51,89.44,105.89,58.87,89.07,51.4,191.48,87.51,152.33,90.67,74.76,139.24,164.8,98.36,123.44,79.12,33.72,33.65,236.4,120.74
CUST_01179,Business,64,Female,West,31963.58,17063.09,543,29295.73,Rejected,36,0,0,1,2,0,1,4,6,0,55.4,119.22,143.07,120.07,67.5,151.22,217.37,156.13,79.48,181.52,103.42,131.96,68.84,193.36,103.48,110.11,92.4,114.26,159.93,181.35
CUST_01180,Business,48,Other,West,52146.99,34394.41,708,10512.32,Rejected,25,0,0,1,4,0,0,0,0,0,79.05,119.05,42.88,112.46,172.25,79.68,176.69,176.74,103.89,106.54,115.51,95.21,143.28,44.49,60.1,81.32,100.33,64.71,98.09,134.82
CUST_01181,Checking,30,Other,West,35446.83,36641.2,519,12019.79,Pending,32,1,0,0,4,1,0,1,0,1,75.87,118.51,97.29,78.41,96.16,2.72,116.96,147.7,168.51,121.34,91.22,222.86,71.51,29.21,162.74,26.59,97.83,156.68,99.04,178.98
CUST_01182,Loan,73,Other,South,51924.4,22954.88,735,3667.36,Pending,0,1,1,1,4,1,0,3,13,2,82.9,166.78,177.37,106.72,91.11,-13.62,39.89,-10.22,134.55,103.46,-14.91,211.11,133.07,166.66,129.33,47.1,66.3,79.13,114.86,89.72
CUST_01183,Loan,33,Other,West,110606.36,40434.28,483,11885.59,Rejected,26,1,0,0,3,1,1,1,13,1,123.12,207.97,121.99,77.98,92.36,38.06,75.46,58.62,57.04,14.97,76.25,150.68,159.25,47.48,64.37,145.14,14.26,148.56,89.86,114.88
CUST_01184,Loan,72,Female,North,35882.36,11970.98,423,2598.81,Approved,36,1,1,0,1,1,1,2,6,2,94.32,87.17,86.67,90.03,77.8,156.04,41.43,103.88,101.37,18.07,123.79,181.09,219.34,138.07,50.25,116.73,83.46,14.31,57.95,38.66
CUST_01185,Loan,60,Male,South,56831.11,32937.52,537,19026.61,Approved,21,0,0,1,4,0,0,3,6,0,73.16,114.97,151.08,118.4,83.32,153.63,106.02,99.29,105.7,70.33,82.83,178.43,143.67,89.29,105.58,150.86,98.14,71.12,137.98,119.79
CUST_01186,Loan,38,Male,East,14831.48,4409.51,705,16078.09,Approved,18,0,0,1,1,1,0,3,4,2,131.09,12.84,162.02,56.47,92.33,92.83,98.32,141.22,86.56,190.51,115.8,201.69,90.5,110.56,59.08,46.43,183.34,123.25,75.94,100.55
CUST_01187,Loan,19,Other,South,60465.99,1042.29,497,29748.76,Approved,12,1,1,1,4,0,1,1,11,0,-0.42,69.08,142.2,147.67,42.23,53.02,95.82,90.6,29.54,117.51,127.92,126.0,153.55,156.87,65.56,152.34,172.37,116.99,85.6,40.96
CUST_01188,Savings,71,Other,East,35891.81,20590.35,386,422.44,Approved,36,1,1,1,2,1,1,3,3,0,213.98,113.6,114.12,47.71,20.39,161.3,101.04,55.31,161.0,206.66,170.81,137.38,104.63,106.31,127.17,157.68,156.23,0.61,135.67,118.19
CUST_01189,Business,44,Male,South,55852.78,18068.96,374,27160.02,Rejected,49,0,0,0,4,1,0,3,0,1,102.27,91.53,119.22,70.42,236.19,108.12,96.85,95.82,131.35,180.5,69.51,173.53,125.4,87.99,164.87,117.83,31.77,142.3,184.0,56.74
CUST_01190,Loan,55,Other,West,55317.84,3388.0,632,5215.56,Approved,2,0,1,0,3,1,1,0,0,1,110.75,181.02,40.02,57.77,133.29,59.82,134.04,108.81,108.08,162.44,88.19,85.44,144.84,74.76,147.04,168.82,115.49,133.85,64.92,2.84
CUST_01191,Business,43,Male,East,52782.23,31475.21,730,18442.32,Pending,26,1,0,0,3,1,0,3,2,1,129.78,87.24,41.78,76.51,140.52,119.17,98.01,117.67,44.96,126.16,112.79,65.13,108.75,143.05,147.72,100.23,177.66,90.89,-22.74,57.72
CUST_01192,Business,75,Female,West,31051.12,43423.12,669,3545.61,Pending,34,1,1,1,1,0,0,1,19,2,108.91,157.99,298.16,203.37,188.29,134.34,95.76,93.07,70.04,31.91,190.71,124.38,105.59,129.03,62.12,106.0,80.12,82.43,77.46,104.66
CUST_01193,Savings,79,Female,South,44323.19,15143.27,343,17027.74,Approved,8,0,1,1,1,1,0,4,17,0,98.82,54.03,94.47,154.38,50.84,173.3,174.84,62.25,102.75,33.18,100.32,123.98,113.82,24.68,192.13,78.5,134.33,86.85,91.86,186.97
CUST_01194,Loan,76,Female,East,54714.36,35613.81,596,-10105.96,Pending,19,0,0,0,0,1,1,3,2,1,37.81,136.46,93.57,192.17,59.71,121.52,111.06,42.02,166.7,144.21,106.53,170.64,123.32,57.22,92.79,100.11,27.76,143.59,36.92,116.0
CUST_01195,Checking,55,Female,North,45147.25,10477.97,765,8294.18,Rejected,25,0,0,1,2,1,1,2,4,1,137.59,130.72,15.89,131.32,78.1,71.6,222.5,41.93,185.92,44.32,203.63,174.03,127.68,117.25,155.25,0.29,48.76,60.72,119.32,94.04
CUST_01196,Savings,63,Female,North,78066.15,17007.58,549,16060.99,Approved,45,1,0,1,0,0,1,3,13,1,178.37,16.06,115.51,-2.17,138.54,77.2,109.35,64.0,105.32,48.48,59.33,104.24,113.94,144.51,133.76,120.36,172.12,132.19,127.94,85.69
CUST_01197,Checking,42,Female,South,50820.33,19263.47,721,32554.47,Rejected,34,1,1,0,4,1,1,3,10,1,102.71,78.44,-7.58,107.29,113.34,151.63,40.83,173.78,88.14,69.73,115.34,120.03,55.12,2.21,194.68,129.98,103.11,52.5,209.74,27.45
CUST_01198,Business,28,Male,East,30142.59,32507.56,772,-6280.15,Pending,20,1,1,0,1,0,1,3,8,1,49.91,181.13,170.83,64.88,153.83,79.67,161.89,0.39,69.17,73.07,78.6,108.68,85.53,121.9,96.13,90.13,63.55,73.18,180.8,95.05
CUST_01199,Business,25,Other,North,58628.65,18775.34,572,14977.22,Approved,31,0,0,1,3,1,0,0,1,0,124.23,128.67,58.4,77.99,151.91,28.04,52.52,59.81,162.15,145.22,115.25,183.58,177.14,48.24,22.9,135.13,69.2,172.55,84.19,40.5
CUST_01200,Savings,25,Male,West,1060.27,-9970.32,472,9812.55,Rejected,21,0,0,0,2,1,0,2,3,1,52.1,160.47,237.23,88.76,140.48,106.4,33.8,154.72,73.4,80.7,55.19,45.77,144.62,163.61,140.77,112.79,154.78,73.35,53.38,114.53
CUST_01201,Savings,50,Female,West,89230.97,37994.5,535,-4160.53,Rejected,13,1,0,1,3,0,0,1,9,2,136.84,42.67,95.08,202.62,72.52,121.6,96.52,48.09,71.59,62.15,168.21,105.01,4.85,91.41,29.02,41.6,90.25,107.37,13.54,119.2
CUST_01202,Checking,70,Other,South,15584.32,21707.09,345,3751.72,Rejected,28,1,1,1,1,0,1,3,6,2,60.82,52.13,129.99,82.19,132.27,182.16,117.04,132.61,75.81,117.34,186.87,146.25,68.1,29.25,119.57,178.77,156.84,96.55,127.6,120.72
CUST_01203,Loan,24,Other,West,67929.22,-14462.81,691,10288.89,Rejected,30,1,0,1,0,1,1,1,18,1,140.39,66.18,23.84,33.16,148.93,89.53,34.37,105.4,44.64,-26.17,57.05,17.71,59.99,108.87,155.11,155.36,145.81,1.83,177.14,7.66
CUST_01204,Checking,55,Female,West,64815.76,41308.79,532,19670.77,Rejected,16,1,1,0,2,0,1,0,6,0,12.23,148.8,83.76,146.52,48.38,88.74,95.95,82.84,46.93,193.39,115.67,39.73,105.71,96.62,98.82,-27.19,6.0,74.11,83.01,62.56
CUST_01205,Savings,38,Female,West,27389.21,42109.56,716,15878.98,Pending,22,1,0,0,1,0,1,3,1,1,245.51,134.66,22.52,147.81,122.78,17.68,94.31,116.06,54.2,183.36,75.67,156.46,18.1,30.68,141.63,187.13,106.51,58.43,-2.55,145.41
CUST_01206,Checking,25,Female,North,61189.17,3816.33,565,1875.16,Approved,35,0,0,1,3,1,1,0,4,0,147.71,56.64,106.17,78.18,-33.53,88.82,30.33,123.18,103.46,57.35,-4.29,41.68,64.26,193.68,32.36,171.8,64.01,98.08,131.69,141.61
CUST_01207,Savings,68,Female,East,36210.37,-1270.11,489,-3340.35,Rejected,24,0,1,1,4,1,1,0,7,2,148.47,107.24,108.13,115.64,90.52,127.89,66.11,70.18,106.65,106.02,73.37,180.42,193.85,144.28,116.69,72.75,154.41,85.72,165.25,13.85
CUST_01208,Checking,71,Female,South,46691.43,37142.04,482,19176.49,Rejected,17,0,0,0,4,0,0,4,7,0,130.07,159.01,-11.45,82.22,94.08,128.02,229.04,95.97,175.17,203.62,138.02,91.2,-22.08,98.31,152.04,97.16,56.46,194.81,126.9,105.39
CUST_01209,Savings,38,Female,East,59407.97,37167.06,656,13047.33,Pending,15,1,1,1,4,1,0,4,8,2,147.92,156.75,46.77,85.6,128.64,142.44,59.38,135.16,99.63,75.0,-0.24,78.39,134.4,137.85,133.95,102.61,107.42,82.1,118.73,154.68
CUST_01210,Savings,73,Other,East,49033.35,27229.85,438,31114.25,Approved,1,1,0,0,0,1,0,4,8,2,57.87,106.85,108.36,79.97,83.83,85.75,83.08,80.77,-17.86,64.62,129.51,213.93,-0.48,129.03,137.66,221.52,76.71,126.97,80.74,63.1
CUST_01211,Savings,37,Female,East,29998.95,13318.85,846,11474.44,Approved,25,0,1,0,3,0,0,2,18,0,110.85,127.53,91.72,145.57,90.59,173.82,121.96,53.78,94.47,30.65,27.92,49.27,74.64,72.24,152.53,159.63,48.03,104.64,119.46,82.34
CUST_01212,Loan,25,Female,North,58207.49,8122.73,804,26432.31,Approved,33,1,1,0,2,0,1,0,2,2,77.28,130.1,129.05,45.07,212.7,105.36,128.52,121.01,109.42,127.58,138.48,90.53,227.93,70.71,197.83,145.44,118.88,171.33,141.96,45.52
CUST_01213,Checking,75,Other,West,45837.75,29000.6,781,20438.38,Approved,11,1,1,0,1,1,0,1,5,1,30.89,42.87,27.96,29.56,77.33,192.54,165.45,105.57,52.48,180.24,135.94,15.41,105.46,95.68,160.91,40.55,61.05,88.18,20.1,85.85
CUST_01214,Checking,63,Male,South,47787.83,10386.05,651,23216.07,Approved,47,0,0,0,4,1,1,4,17,1,153.35,72.62,50.09,147.59,78.3,166.02,79.98,96.44,92.29,112.38,117.94,147.0,111.8,125.15,9.96,56.17,131.92,137.66,64.19,59.36
CUST_01215,Checking,48,Female,East,48969.93,10473.25,641,19324.12,Pending,9,1,0,1,4,0,0,2,10,0,47.77,206.78,62.76,70.32,112.06,114.57,7.27,60.51,164.32,149.86,41.17,95.85,56.47,120.03,104.96,105.24,92.24,57.4,103.23,81.77
CUST_01216,Savings,67,Other,West,23093.83,31757.7,372,19543.32,Rejected,28,1,0,0,0,1,1,3,11,2,124.76,189.57,70.21,87.4,133.41,-1.92,131.93,129.59,116.49,118.33,46.61,63.44,152.96,125.58,68.08,40.42,101.13,96.2,126.2,77.95
CUST_01217,Checking,74,Other,North,27514.49,34737.04,462,-7918.57,Approved,1,1,1,0,4,1,1,4,9,2,135.7,95.03,77.94,-1.61,102.56,99.99,152.82,4.9,57.42,98.45,74.96,35.48,175.39,32.32,225.65,88.52,29.95,183.45,31.64,108.83
CUST_01218,Checking,46,Male,East,38216.08,42512.69,522,12630.87,Approved,15,0,1,0,0,0,0,3,18,1,118.7,71.82,92.85,152.97,75.85,143.34,54.04,73.32,96.73,83.54,66.49,90.99,114.6,79.06,167.83,57.66,56.58,96.53,38.96,112.72
CUST_01219,Savings,65,Female,West,58206.6,-7291.8,484,8363.82,Rejected,35,0,0,0,0,1,0,3,2,2,109.05,45.35,162.39,-19.15,91.13,140.7,75.83,102.82,82.43,170.39,96.83,81.83,50.32,17.95,111.77,102.48,31.06,112.15,163.72,79.84
CUST_01220,Business,26,Female,North,31417.28,12517.61,394,27706.54,Rejected,41,1,0,0,0,0,0,3,6,1,102.22,249.46,124.85,85.49,97.45,92.14,174.35,78.61,137.38,66.85,120.39,58.4,80.55,110.75,23.91,138.55,73.2,32.03,135.71,122.05
CUST_01221,Savings,32,Female,West,73785.21,14873.89,608,4983.25,Approved,48,0,1,0,4,1,0,4,12,2,127.55,99.79,119.4,96.62,22.53,71.73,65.31,12.93,111.79,38.74,133.68,201.73,69.83,181.45,-3.75,36.97,207.02,205.53,86.76,88.0
CUST_01222,Checking,47,Other,South,54033.32,19729.23,447,12197.2,Pending,35,0,0,1,4,0,0,0,2,2,107.89,147.25,78.0,65.33,104.37,16.91,65.44,183.33,43.57,4.84,156.54,103.89,-21.73,58.05,115.82,126.8,126.91,31.2,129.4,111.3
CUST_01223,Savings,43,Female,West,57287.57,921.97,618,23008.66,Rejected,21,1,1,1,2,0,1,2,18,1,170.57,99.63,94.86,68.07,75.84,58.66,70.97,97.76,88.88,147.78,17.41,30.65,121.28,72.94,31.17,114.14,71.24,137.15,119.48,75.04
CUST_01224,Business,27,Female,West,43366.63,28508.11,478,18009.65,Rejected,5,0,0,1,0,0,1,2,18,2,85.12,150.76,68.99,90.26,24.83,23.23,106.39,166.25,137.94,81.83,89.09,144.58,58.92,107.44,111.39,154.13,50.96,122.18,181.44,177.83
CUST_01225,Savings,46,Female,South,18078.97,48339.96,590,16673.07,Pending,34,0,0,0,1,0,1,0,2,1,157.1,41.16,124.1,84.57,86.25,96.58,97.01,81.98,15.88,119.72,61.74,141.29,158.08,166.43,147.24,109.34,121.04,131.02,137.52,121.45
CUST_01226,Checking,71,Female,South,60638.37,2114.96,796,26091.97,Rejected,40,1,0,1,3,0,0,4,4,1,90.92,79.39,140.59,96.18,179.69,81.61,111.67,51.89,124.1,8.93,154.38,72.64,128.05,145.75,190.1,138.57,39.98,86.23,118.86,155.23
CUST_01227,Business,33,Male,West,35555.93,22827.64,600,17600.83,Rejected,36,0,1,0,0,1,1,0,12,0,53.22,125.14,178.07,123.3,134.5,36.96,216.52,108.08,56.73,71.6,72.66,139.16,47.51,94.53,123.14,173.65,83.97,104.1,122.66,148.33
CUST_01228,Loan,53,Male,South,20162.15,38824.34,460,9550.66,Approved,30,0,0,0,1,1,1,3,8,1,60.8,172.1,62.15,107.78,112.56,78.25,107.38,95.05,131.59,181.11,158.93,172.03,78.56,90.15,162.59,134.28,105.98,25.32,5.69,45.45
CUST_01229,Checking,37,Male,West,33304.76,16435.07,360,2037.31,Rejected,40,1,0,1,0,1,0,3,18,1,59.82,86.27,94.28,104.47,168.51,231.62,66.54,146.17,48.73,120.72,19.5,64.88,165.63,116.25,126.43,97.05,110.42,73.67,68.64,56.21
CUST_01230,Business,62,Female,East,48405.52,9000.89,371,19867.02,Rejected,44,1,1,0,4,1,1,4,11,1,143.96,96.06,180.73,20.96,78.05,35.12,70.34,211.84,32.58,32.23,138.71,157.47,107.65,128.85,106.28,67.77,64.22,186.98,28.08,159.38
CUST_01231,Business,71,Female,West,2434.81,22673.34,736,7298.96,Pending,1,1,0,0,4,1,1,2,1,0,44.75,160.91,69.58,28.94,76.83,64.69,174.94,78.75,124.21,39.42,70.05,50.06,151.8,101.28,167.3,107.28,86.56,73.84,98.92,162.21
CUST_01232,Loan,54,Other,North,43277.59,31006.6,781,12588.61,Rejected,34,0,1,1,2,1,0,0,19,0,117.73,151.67,87.27,128.54,215.69,84.19,105.06,-3.46,99.86,126.75,72.13,63.56,156.23,128.99,158.63,110.39,116.66,109.94,75.24,127.14
CUST_01233,Savings,39,Other,South,70166.48,1048.07,414,25783.57,Pending,27,1,0,1,2,0,1,0,15,0,153.37,106.58,21.86,46.44,131.21,102.06,55.37,111.59,193.25,27.51,90.96,61.43,35.15,89.47,21.25,129.08,40.24,226.15,134.89,101.26
CUST_01234,Savings,24,Other,East,50639.48,35544.42,505,12787.26,Pending,6,1,0,1,0,0,0,0,0,2,-12.45,61.19,54.92,51.01,89.05,132.7,88.74,98.42,120.1,133.98,75.64,211.13,80.49,57.43,122.54,104.6,90.41,49.09,76.13,0.14
CUST_01235,Checking,40,Female,South,73987.49,16812.52,633,10557.66,Pending,20,1,1,0,4,1,1,2,7,1,135.9,177.63,102.38,156.83,115.97,84.67,122.62,103.26,105.05,97.43,33.76,65.48,84.69,126.32,120.87,116.74,146.89,109.0,84.46,113.73
CUST_01236,Loan,58,Male,South,41936.92,9992.48,605,12203.85,Rejected,43,0,1,0,0,0,1,0,14,1,202.67,42.17,44.43,146.65,71.74,129.72,146.01,80.25,96.9,17.24,129.91,135.72,169.69,9.73,63.35,100.47,84.57,29.76,45.9,34.74
CUST_01237,Savings,57,Male,South,73063.02,-2999.44,831,12473.75,Pending,24,0,1,0,1,1,1,0,14,0,110.8,165.48,97.43,179.97,19.35,70.04,146.56,40.77,162.1,47.07,95.55,110.67,136.7,116.3,-39.54,37.17,37.02,123.74,140.3,2.32
CUST_01238,Loan,46,Male,North,23167.18,10204.38,434,5088.01,Approved,17,1,0,1,0,0,0,4,3,2,147.3,57.5,44.68,144.56,91.42,138.14,53.38,21.52,156.19,124.05,25.67,129.67,120.84,78.91,166.7,43.48,40.38,129.54,125.13,188.73
